g,n,iso,fam,ma,lat,lon
dend1243,Dendi (Benin),ddn,Songhay,Africa,11.6682,3.49109
deng1250,Dengese,dez,Atlantic-Congo,Africa,-3.26337,21.4194
deng1253,Dengka,dnk,Austronesian,Papunesia,-10.7866,122.946
deni1241,Deni,dny,Arawan,South America,-6.74962,-67.5029
deno1239,Deno,dbb,Afro-Asiatic,Africa,10.63147,10.43937
deny1238,Denya,anv,Atlantic-Congo,Africa,5.97237,9.39989
deor1238,Deori,der,Sino-Tibetan,Eurasia,26.86152,93.70572
dera1245,Dera (Indonesia),kbv,Senagi,Papunesia,-3.52309,140.947
dera1248,Dera (Nigeria),kna,Afro-Asiatic,Africa,10.072,12.0256
desa1247,Desano,des,Tucanoan,South America,0.58157,-69.4955
desi1235,Desiya,dso,Bookkeeping,Eurasia,18.965,82.646
dewo1238,Dewoin,dee,Kru,Africa,6.56113,-10.9076
dezf1238,Dezfuli-Shushtari,def,Indo-European,Eurasia,32.374,48.907
dghw1239,Dghwede,dgh,Afro-Asiatic,Africa,11.05751,13.77847
dhai1238,Dhaiso,dhs,Atlantic-Congo,Africa,-4.81209,38.818
dhal1245,Dhalandji,dhl,Pama-Nyungan,Australia,-22.196,114.937
dhan1264,Dhanki,dhn,Indo-European,Eurasia,20.7719,73.7418
dhan1265,Dewas-Done Danuwar,dwz,Indo-European,Eurasia,27.362013,85.411517
dhan1267,Dhanwar (India),dha,Bookkeeping,Eurasia,23.0613,83.1644
dhan1270,Dhangu,dhg,Pama-Nyungan,Australia,-11.9493,135.752
dhao1237,Dhao,nfa,Austronesian,Papunesia,-10.8098,122.658
dhar1247,Dhargari,dhr,Pama-Nyungan,Australia,-24.0601,114.847
dhar1248,Dharumbal,xgm,Pama-Nyungan,Australia,-23.307,150.593
dhat1238,Dhatki,mki,Indo-European,Eurasia,26.4156,70.7826
dhim1246,Dhimal,dhi,Sino-Tibetan,Eurasia,26.6283,88.3798
dhiv1236,Dhivehi,div,Indo-European,Eurasia,1.928498,73.54433
dhod1238,Dhodia-Kukna,dho,Indo-European,Eurasia,21.0656,73.2743
dhof1235,Dhofari Arabic,adf,Afro-Asiatic,Eurasia,17.0796,54.4894
dhud1236,Dhudhuroa,ddr,Pama-Nyungan,Australia,-36.95881441,147.0450379
dhun1238,Dhundari,dhd,Indo-European,Eurasia,26.473,76.198
dhur1239,Dhurga,dhu,Pama-Nyungan,Australia,-35.412,150.134
dhuw1249,Dhuwal,duj,Pama-Nyungan,Australia,-12.7825,136.008
diaa1238,Alu-Sinagen,dia,Nuclear Torricelli,Papunesia,-3.38837,142.248
diba1242,Dibabawon Manobo,mbd,Austronesian,Papunesia,7.85664,126.018
dibi1240,Dibiyaso,dby,,Papunesia,-7.82096,142.779
dibo1245,Dibole,bvx,Atlantic-Congo,Africa,1.07773,17.2305
dibo1247,Dibo,dio,Atlantic-Congo,Africa,9.0611,6.3731
dica1235,Dicamay Agta,duy,Austronesian,Papunesia,17.8846,121.606
didi1258,Didinga,did,Surmic,Africa,4.21489,33.6869
dido1241,Tsez,ddo,Nakh-Daghestanian,Eurasia,42.2646,45.8096
dier1241,Dieri,dif,Pama-Nyungan,Australia,-28.1667,138.0
diga1241,Tawra,mhu,Sino-Tibetan,Eurasia,28.4993,96.8803
digo1242,Digor Ossetian,,Indo-European,Eurasia,43.158056,44.156944
digo1243,Digo,dig,Atlantic-Congo,Africa,-4.62101,39.1752
diii1241,Dii,dur,Atlantic-Congo,Africa,7.77412,13.9884
diji1241,Dijim-Bwilim,cfa,Atlantic-Congo,Africa,9.67567,11.5201
dill1242,Dilling,dil,Nubian,Africa,12.0347,29.6056
dima1246,Dima-Bottego,,Unclassifiable,Africa,,
dima1251,Dimasa,dis,Sino-Tibetan,Eurasia,25.4198,93.1806
dima1252,Dima,jma,Dagan,Papunesia,-9.70322,149.605
dimb1238,Dimbong,dii,Atlantic-Congo,Africa,4.80551,10.9888
dime1235,Dime,dim,South Omotic,Africa,6.20951,36.3329
dimi1244,Gavak,dmc,Nuclear Trans New Guinea,Papunesia,-4.8296,145.676
diml1238,Dimli,diq,Indo-European,Eurasia,38.6147,39.6388
ding1239,Ding,diz,Atlantic-Congo,Africa,-4.44304,19.3881
diod1237,Diodio,ddi,Austronesian,Papunesia,-9.38654,150.168
dira1242,Dirasha,gdl,Afro-Asiatic,Africa,5.60452,37.4026
diri1252,Diriku-Shambyu,diu,Atlantic-Congo,Africa,-18.1681,20.6678
diri1253,Jirim,dir,Atlantic-Congo,Africa,8.36,11.05
diri1259,Diri,dwa,Afro-Asiatic,Africa,11.1701,9.32363
disa1239,Dissa-Canton Mufa,dsi,Central Sudanic,Africa,10.3218,19.2156
dita1238,Ditammari,tbz,Atlantic-Congo,Africa,10.1614,1.18045
diti1235,Ditidaht,dtd,Wakashan,North America,48.67,-124.75
diuw1238,Diuwe,diy,Nuclear Trans New Guinea,Papunesia,-5.12627,139.455
diux1235,Diuxi-Tilantongo Mixtec,xtd,Otomanguean,North America,17.3596,-97.3861
dixo1238,Dixon Reef,dix,Austronesian,Papunesia,-16.3267,167.516
dizi1235,Dizin,mdx,Dizoid,Africa,6.1405,35.5763
djam1255,Jaminjung-Ngaliwurru,djd,Mirndi,Australia,-15.0558,130.06
djam1256,Djambarrpuyngu,djr,Pama-Nyungan,Australia,-12.021,135.59
djan1238,Djangun,djf,Pama-Nyungan,Australia,-16.91051,144.93245
djau1244,Jawoyn,djn,Gunwinyguan,Australia,-14.1361,133.002
djaw1238,Djawi,djw,Nyulnyulan,Australia,-16.4163,123.186
djee1236,Djeebbana,djj,Maningrida,Australia,-12.0133,134.097
djeo1235,Djeoromitxí,jbt,Nuclear-Macro-Je,South America,-12.038,-64.6694
djim1235,Djimini Senoufo,dyi,Atlantic-Congo,Africa,8.36279,-4.45627
djin1251,Jingulu,jig,Mirndi,Australia,-17.165,133.659
djin1252,Djinba,djb,Pama-Nyungan,Australia,-12.93,134.967
djin1253,Djinang,dji,Pama-Nyungan,Australia,-12.462,134.82
djiw1241,Djiwarli,dze,Pama-Nyungan,Australia,-24.10724,116.98858
dobe1238,Dobel,kvo,Austronesian,Papunesia,-6.32531,134.638
dobu1241,Dobu,dob,Austronesian,Papunesia,-9.63239,150.825
doee1238,Doe,doe,Atlantic-Congo,Africa,-6.25844,38.4902
doga1238,Doga,dgg,Austronesian,Papunesia,-9.63698,149.841
dogh1241,Doghoro,dgx,Nuclear Trans New Guinea,Papunesia,-9.13688,148.766
dogo1294,Dogoso,dgs,Atlantic-Congo,Africa,10.0489,-4.35805
dogo1295,Dogosé,dos,Atlantic-Congo,Africa,10.1899,-4.1493
dogr1250,Dogri,dgo,Indo-European,Eurasia,32.5534,75.7111
dogr1252,Dogrib,dgr,Athabaskan-Eyak-Tlingit,North America,63.17,-117.25
dogu1235,Dogul Dom Dogon,dbg,Dogon,Africa,14.5872,-3.56855
doka1242,Ejuele,dbi,Atlantic-Congo,Africa,10.2287,7.96099
doko1243,Deko-Dusanga,uya,Atlantic-Congo,Africa,5.39961,8.26925
dolg1241,Dolgan,dlg,Turkic,Eurasia,71.10828,94.29358
dolp1239,Dolpo,dre,Sino-Tibetan,Eurasia,29.1957,83.2927
doma1258,Domari,rmt,Indo-European,Eurasia,32.0,35.0
doma1260,Domaaki,dmk,Indo-European,Eurasia,36.3258,74.7984
domb1246,Toka-Leya-Dombe,dov,Atlantic-Congo,Africa,-18.37,26.502
domi1236,Dominican Sign Language,doq,Sign Language,North America,18.8798,-71.1722
domm1246,Dom,doa,Nuclear Trans New Guinea,Papunesia,-6.03737,144.895
domp1238,Dompo,doy,Atlantic-Congo,Africa,8.182,-2.295
domu1245,Domu,dof,Mailuan,Papunesia,-10.151,148.45
domu1246,Domung,dev,Nuclear Trans New Guinea,Papunesia,-5.81856,146.682
dond1249,Dondo,dok,Austronesian,Papunesia,0.80348,120.707
dong1285,Dongxiang,sce,Mongolic-Khitan,Eurasia,35.66354,103.38952
dong1286,Dongshanba Lalo,yik,Sino-Tibetan,Eurasia,25.435,100.178
dong1290,Dongo,doo,Atlantic-Congo,Africa,2.96683,29.9619
dong1293,Dong,doh,Atlantic-Congo,Africa,8.64119,11.9924
dong1294,Dongotono,ddd,Nilotic,Africa,4.43426,33.2429
dong1296,Dongo Kresh,,Kresh-Aja,Africa,10.0,24.6
dong1304,Dongna,,Sino-Tibetan,Eurasia,39.48118,98.53688
donn1239,Donno So Dogon,dds,Dogon,Africa,14.34019,-3.51468
doon1238,Doondo,dde,Atlantic-Congo,Africa,-4.30483,13.5641
dora1242,Dorasque,,Chibchan,North America,8.567442,-82.375717
dori1246,Dori'o,dor,Austronesian,Papunesia,-9.11536,160.897
doro1266,Doromu-Koki,kqc,Manubaran,Papunesia,-9.56687,147.986
doro1267,Dororo,drr,Bookkeeping,Papunesia,-8.30556,157.767
dorz1235,Dorze,doz,Ta-Ne-Omotic,Africa,6.25237,37.5554
doso1239,Doso,dol,Doso-Turumsa,Papunesia,-7.85806,142.656
doty1234,Dotyali,dty,Indo-European,Eurasia,29.242,80.7252
doue1234,Douentza Sign Language,,Sign Language,Africa,15.006344,-2.956465
dout1240,Doutai,tds,Lakes Plain,Papunesia,-3.24832,138.22
douz1234,Douz Sign Language,,Sign Language,Africa,33.45,9.01667
doya1240,Doyayo,dow,Atlantic-Congo,Africa,8.68604,13.0768
drag1234,Drag-yab,,Sino-Tibetan,Eurasia,30.509199,98.077073
dree1234,Dre,,Yam,Papunesia,-8.5,141.68
drun1238,Drung,duu,Sino-Tibetan,Eurasia,28.00792,98.49449
dual1243,Duala,dua,Atlantic-Congo,Africa,4.10208,9.61877
duan1242,Duano,dup,Austronesian,Papunesia,0.72162,103.46759
duau1237,Duau,dva,Austronesian,Papunesia,-10.187,151.218
dubl1239,Dubli,dub,Indo-European,Eurasia,21.5161,73.218
dubu1240,Dubu,dmu,Pauwasi,Papunesia,-3.62591,140.768
dudu1240,Duduela,duk,Nuclear Trans New Guinea,Papunesia,-5.43119,145.642
dugu1248,Dugun,ndu,Atlantic-Congo,Africa,8.38689,13.3966
dugu1249,Duguri,dbm,Atlantic-Congo,Africa,10.05,10.21
dugw1239,Dugwor,dme,Afro-Asiatic,Africa,10.752,14.2134
duhw1236,Duhwa,kbz,Afro-Asiatic,Africa,9.32586,8.77995
duit1239,Duit,,Chibchan,South America,5.786798,-73.021374
duke1237,Duke,nke,Austronesian,Papunesia,-7.97768,157.064
dulb1238,Dulbu,dbo,Atlantic-Congo,Africa,10.1911,9.94759
duli1241,Duli-Gewe,duz,Atlantic-Congo,Africa,9.11241,13.4232
duma1253,Duma,dma,Atlantic-Congo,Africa,-0.91927,13.0046
dumb1241,Dumbea,duf,Austronesian,Papunesia,-22.0947,166.531
dume1236,Dume,,Bookkeeping,Africa,,
dumi1241,Dumi,dus,Sino-Tibetan,Eurasia,27.45849,86.75699
dump1242,Dumpas,dmv,Austronesian,Papunesia,5.93483,117.419
dump1243,Dumpu,wtf,Nuclear Trans New Guinea,Papunesia,-5.82002,145.655
dumu1246,Dumun,dui,Nuclear Trans New Guinea,Papunesia,-5.55315,146.082
duna1248,Duna,duc,,Papunesia,-5.41439,142.475
dung1251,Dungra Bhil,duh,Indo-European,Eurasia,22.306,73.187
dung1252,Dungmali,raa,Sino-Tibetan,Eurasia,26.9813,87.3328
dung1253,Dungan,dng,Sino-Tibetan,Eurasia,42.7292,76.8382
dung1254,Dungu,dbv,Unattested,Africa,10.5043,8.19543
dupa1235,Dupaninan Agta,duo,Austronesian,Papunesia,17.3748,122.188
dura1244,Dura,drq,Sino-Tibetan,Eurasia,28.173,84.435
duri1242,Duri,mvp,Austronesian,Papunesia,-3.37081,119.871
duri1243,Duriankere,dbn,South Bird's Head,Papunesia,-1.348,130.958
duru1236,Duruwa,pci,Dravidian,Eurasia,19.0534,82.4881
duru1249,Duruma,dug,Atlantic-Congo,Africa,-4.09629,39.322
dusn1237,Dusner,dsn,Austronesian,Papunesia,-2.73859,134.391
dusu1267,Dusun Witu,duw,Austronesian,Papunesia,-1.57408,114.979
dusu1269,Dusun Malang,duq,Austronesian,Papunesia,-0.85277,115.392
dusu1271,Dusun Deyah,dun,Austronesian,Papunesia,-1.95514,115.578
dutc1253,Dutch Sign Language,dse,Sign Language,Eurasia,52.1251,4.91133
dutc1256,Dutch,nld,Indo-European,Eurasia,52.0,5.0
dutt1234,Dutton World Speedwords,dws,Artificial Language,Eurasia,,
duun1242,Duungooma,dux,Mande,Africa,10.9234,-5.85872
duup1238,Duupa,dae,Atlantic-Congo,Africa,8.55031,13.4544
duvl1238,Duvle-Wano-Pidgin,,Pidgin,Papunesia,-3.013068,138.200358
duvl1242,Duvle,duv,Lakes Plain,Papunesia,-3.21832,137.964
duwa1244,Duwai,dbp,Afro-Asiatic,Africa,12.803,11.3367
duwe1237,Duwet,gve,Austronesian,Papunesia,-6.45752,146.841
dwan1238,Dwang,nnu,Atlantic-Congo,Africa,7.70712,-0.43011
dyaa1242,Dyaabugay,dyy,Pama-Nyungan,Australia,-16.596,145.388
dyab1238,Dyaberdyaber,dyb,Nyulnyulan,Australia,-17.18653,122.52306
dyan1250,Dyangadi,dyn,Pama-Nyungan,Australia,-30.8469,152.602
dyan1251,Dyan,dya,Atlantic-Congo,Africa,10.8342,-3.59179
dyar1234,Dyarim,dyr,Afro-Asiatic,Africa,10.03,9.065
dyir1250,Dyirbal,dbl,Pama-Nyungan,Australia,-17.4516,145.544
dyug1238,Dyugun,dyd,Nyulnyulan,Australia,-17.906,122.408
dyul1238,Dyula,dyu,Mande,Africa,9.291,-4.5823
dzaa1238,Dza,jen,Atlantic-Congo,Africa,9.26671,11.3884
dzal1238,Dzalakha,dzl,Sino-Tibetan,Eurasia,27.7855,91.374
dzan1238,Dzando,dzn,Atlantic-Congo,Africa,2.24195,19.0022
dzao1238,Dzao Min,bpn,Hmong-Mien,Eurasia,24.9754,112.326
dzod1238,Dzodinka,add,Atlantic-Congo,Africa,6.89005,10.7633
dzon1239,Dzongkha,dzo,Sino-Tibetan,Eurasia,27.410786,89.581604
dzuu1241,Dzùùngoo,dnn,Mande,Africa,11.3796,-4.92036
earl1245,Early East African Pidgin Arabic,,Pidgin,Africa,,
east1236,Eastern Katu,ktv,Austroasiatic,Eurasia,15.8553,107.644
east1472,Eastern Keres,kee,Keresan,North America,35.5216,-106.453
east2290,Eastphalian,,Indo-European,Eurasia,52.117901,10.005723
east2295,Eastern Yiddish,ydd,Indo-European,Eurasia,51.75,19.42
east2303,Archaic Finnish Swedish,,Indo-European,Eurasia,62.476944,21.348611
east2304,Eastern Balochi,bgp,Indo-European,Eurasia,29.38213,69.05834
east2328,Eastern Mari,mhr,Uralic,Eurasia,55.8307,48.405
east2330,Eastern Lawa,lwl,Austroasiatic,Eurasia,19.0136,98.7613
east2332,Eastern Bru,bru,Austroasiatic,Eurasia,17.1311,105.671
east2333,Eastern Mnong,mng,Austroasiatic,Eurasia,12.3939,108.354
east2337,East Yugur,yuy,Mongolic-Khitan,Eurasia,38.83687,99.61725
east2340,Eastern Muria,emu,Dravidian,Eurasia,20.1422,80.8893
east2342,Eastern Kayah,eky,Sino-Tibetan,Eurasia,19.8939,98.3359
east2346,Eastern Gorkha Tamang,tge,Sino-Tibetan,Eurasia,28.2213,84.9451
east2347,Eastern Tamang,taj,Sino-Tibetan,Eurasia,27.3239,87.0832
east2349,North-Central Nisu,nos,Sino-Tibetan,Eurasia,23.9843,102.694
east2351,Eastern Muya,emq,Sino-Tibetan,Eurasia,29.235,102.168
east2352,Eastern Magar,mgp,Sino-Tibetan,Eurasia,27.4135166667,87.06171
east2354,Eastern Parbate Kham,kif,Sino-Tibetan,Eurasia,28.5259,82.9523
east2357,Eastern Mewahang,emg,Sino-Tibetan,Eurasia,27.5103,87.1134
east2363,Eastern Hongshuihe Zhuang,zeh,Tai-Kadai,Eurasia,23.7,109.0
east2370,Eastern Qiandong Miao,hmq,Hmong-Mien,Eurasia,26.4966,109.046
east2371,Eastern Xiangxi Miao,muq,Hmong-Mien,Eurasia,28.7318,109.756
east2372,Eastern Huishui Hmong,hme,Hmong-Mien,Eurasia,25.9942,106.832
east2379,Eastern Arrernte,aer,Pama-Nyungan,Australia,-23.3583,135.046
east2387,East Limba,lma,Atlantic-Congo,Africa,9.71107,-11.7496
east2390,Eastern Xwla Gbe,gbx,Atlantic-Congo,Africa,6.37803,2.54987
east2398,Eastern Karaboro,xrb,Atlantic-Congo,Africa,10.4987,-4.52253
east2403,Eastern Acipa,acp,Atlantic-Congo,Africa,10.7104,6.0105
east2409,East Nyala,nle,Atlantic-Congo,Africa,0.38163,34.6626
east2414,Konobo-Eastern Krahn,kqo,Kru,Africa,5.83555,-7.85454
east2426,Eastern Maninkakan,emk,Mande,Africa,10.41,-9.3162
east2440,East Makian,mky,Austronesian,Papunesia,0.07337,127.423
east2443,East Ambae,omb,Austronesian,Papunesia,-15.3523,167.89
east2447,East Futuna,fud,Austronesian,Papunesia,-14.278717,-178.137222
east2462,East Masela,vme,Austronesian,Papunesia,-8.13455,129.873
east2465,East Tarangan,tre,Austronesian,Papunesia,-6.76213,134.288
east2472,East Damar,dmr,Austronesian,Papunesia,-7.16991,128.636
east2482,Eastern Tawbuid,bnj,Austronesian,Papunesia,12.8968,121.177
east2485,Eastern Penan,pez,Austronesian,Papunesia,4.5915,114.584
east2486,East Berawan,zbe,Austronesian,Papunesia,3.96098,114.606
east2516,East Kewa,kjs,Nuclear Trans New Guinea,Papunesia,-6.32989,143.931
east2534,Eastern Canadian Inuktitut,ike,Eskimo-Aleut,North America,62.1735,-75.6139
east2538,Eastern Huasteca Nahuatl,nhe,Uto-Aztecan,North America,21.0639,-97.9077
east2542,Eastern Ojibwa,ojg,Algic,North America,45.0112,-79.7503
east2544,Eastern Abenaki,aaq,Algic,North America,45.0112,-68.6617
east2545,Eastern Pomo,peb,Pomoan,North America,38.5647,-122.586
east2551,Eastern Apurímac Quechua,qve,Quechuan,South America,-14.1754,-72.6686
east2555,Eastern Bolivian Guaraní,gui,Tupian,South America,-20.42,-63.37
east2556,Eastern Highland Otomi,otm,Otomanguean,North America,20.5991,-98.0978
east2558,Eastern Highland Chatino,cly,Otomanguean,North America,16.2437,-97.1526
east2563,Eastern Cham,cjm,Austronesian,Eurasia,11.2853,108.49
east2652,Eastern Oromo,hae,Afro-Asiatic,Africa,8.67428,41.4395
east2690,Eastern Egyptian Bedawi Arabic,avl,Afro-Asiatic,Eurasia,29.6742,33.6113
east2694,Eastern Subanen,sfe,Austronesian,Papunesia,8.2475,123.5234
east2695,Eastern Durango Nahuatl,azd,Uto-Aztecan,North America,22.676,-104.6259
east2696,Eastern Lalu,yit,Sino-Tibetan,Eurasia,23.585,101.546
east2773,Eastern Newari,,Sino-Tibetan,Eurasia,27.576985,86.033964
east2776,Eastern Angkuic,,Austroasiatic,Eurasia,23.480856,101.357664
east2779,Eastern Khumi Chin,cek,Sino-Tibetan,Eurasia,21.3425,93.155
east2782,Eastern Kikongo,,Atlantic-Congo,Africa,-5.25,15.5
east2812,Northeast Itelmen,,Chukotko-Kamchatkan,Eurasia,57.596103,162.486163
east2834,Irish Anglo-Norman,yol,Indo-European,Eurasia,52.2496,-6.6488
east2902,East Tusom,,Sino-Tibetan,Eurasia,24.8,94.4
ebir1243,Ebira,igb,Atlantic-Congo,Africa,8.15516,7.06183
ebla1238,Eblaite,xeb,Afro-Asiatic,Eurasia,35.798,36.798
ebri1238,Ebrié,ebr,Atlantic-Congo,Africa,5.36868,-4.03188
ebug1241,Ebughu,ebg,Atlantic-Congo,Africa,4.82544,8.01304
ecua1243,Ecuadorian Sign Language,ecs,Sign Language,South America,-1.24999,-79.1666
edec1238,Ede Cabe,cbj,Atlantic-Congo,Africa,7.78176,2.48128
edei1244,Ede Idaca,idd,Atlantic-Congo,Africa,7.78428,2.27039
edei1245,Ede Ije,ijj,Atlantic-Congo,Africa,7.09729,2.64262
edei1246,Ede Ica,ica,Atlantic-Congo,Africa,8.46128,1.82137
eden1244,Ede Nago,nqg,Atlantic-Congo,Africa,6.75763,2.64908
eder1237,Edera Awyu,awy,Nuclear Trans New Guinea,Papunesia,-7.0038,139.914
edol1239,Edolo,etr,Bosavi,Papunesia,-6.11618,142.65
edop1238,Edopi,dbf,Lakes Plain,Papunesia,-3.11078,137.387
eeee1240,E,eee,Tai-Kadai,Eurasia,24.7262,109.063
efai1241,Efai,efa,Atlantic-Congo,Africa,4.60447,8.27625
efat1235,Efatese,,Artificial Language,Papunesia,-17.57023,168.25945
efee1239,Efe,efe,Central Sudanic,Africa,1.8798,29.2918
efik1245,Efik,efi,Atlantic-Congo,Africa,4.89379,8.38121
efut1242,Efutop,ofu,Atlantic-Congo,Africa,5.92431,8.35425
egaa1242,Ega,ega,Atlantic-Congo,Africa,5.56081,-5.41732
egbu1235,Egbuta,,Atlantic-Congo,Africa,1.894874,22.680426
eggo1239,Eggon,ego,Atlantic-Congo,Africa,8.71442,8.45686
egyp1238,Egypt Sign Language,esl,Sign Language,Africa,29.567,29.654
egyp1246,Egyptian (Ancient),egy,Afro-Asiatic,Africa,28.381735,30.834959
egyp1253,Egyptian Arabic,arz,Afro-Asiatic,Africa,31.0,31.0
ehue1238,Ehueun,ehu,Atlantic-Congo,Africa,7.450998,5.858846
einm1234,Ein Mahal Sign Language,,Sign Language,Eurasia,32.72342,35.35424
eipo1242,Eipomek,eip,Nuclear Trans New Guinea,Papunesia,-4.33691,140.045
eiti1240,Eitiep,eit,Nuclear Torricelli,Papunesia,-3.51561,142.555
ejag1239,Ejagham,etu,Atlantic-Congo,Africa,5.54442,8.90959
ejam1238,Ejamat,eja,Atlantic-Congo,Africa,12.3355,-16.515
ekaa1234,Eka,,Sino-Tibetan,Eurasia,23.475,99.865
ekai1234,Läoktü Chin,cey,Sino-Tibetan,Eurasia,,
ekaj1238,Ekajuk,eka,Atlantic-Congo,Africa,6.45731,8.55058
ekar1243,Ekari,ekg,Nuclear Trans New Guinea,Papunesia,-3.88974,136.018
ekii1241,Eki,eki,Atlantic-Congo,Africa,5.1503,8.13613
ekit1246,Ekit,eke,Atlantic-Congo,Africa,4.7645,7.89222
ekpe1253,Ekpeye,ekp,Atlantic-Congo,Africa,5.06715,6.53362
elal1235,El Alto Zapotec,zpp,Otomanguean,North America,16.8742,-96.9987
elam1244,Elamite,elx,,Eurasia,31.1833,48.2333
elem1253,Eleme,elm,Atlantic-Congo,Africa,4.72964,7.267
elep1240,Elepi,ele,Nuclear Torricelli,Papunesia,-3.7505,143.93
elhu1238,El Hugeirat,elh,Nubian,Africa,11.948,28.5901
elip1238,Elip,ekm,Atlantic-Congo,Africa,4.45694,11.193
elke1240,Elkei,elk,Nuclear Torricelli,Papunesia,-3.45544,142.093
elmo1238,El Molo,elo,Afro-Asiatic,Africa,2.79312,36.7619
elna1235,El Nayar Cora,crn,Uto-Aztecan,North America,22.4099,-104.467
elot1235,Elotepec Zapotec,zte,Otomanguean,North America,16.8693,-97.1912
eloy1241,Ajiri,afo,Atlantic-Congo,Africa,8.24696,7.97061
elpa1240,Elpaputih,elp,Bookkeeping,Papunesia,-3.078,128.263
else1239,Elseng,mrf,,Papunesia,-3.00176,140.418
eluu1241,Elu,elu,Austronesian,Papunesia,-1.99841,147.101
elym1237,Elymian,xly,Unclassifiable,Eurasia,37.94139,12.83222
emab1235,E'ma Buyang,yzg,Tai-Kadai,Eurasia,23.604572,106.030277
emae1237,Emae,mmw,Austronesian,Papunesia,-17.052,168.399
emai1241,Emai-Iuleha-Ora,ema,Atlantic-Congo,Africa,7.09089,5.84494
eman1238,Eman,emn,Atlantic-Congo,Africa,6.22923,9.70562
emba1238,Embaloh,emb,Austronesian,Papunesia,1.3156,112.63
embe1259,Emberá-Baudó,bdc,Chocoan,South America,5.2824,-76.32548
embe1260,Emberá-Catío,cto,Chocoan,South America,7.52721,-76.7476
embe1261,Emberá-Tadó,tdc,Chocoan,South America,5.23658,-77.1533
embe1262,Emberá-Chamí,cmi,Chocoan,South America,4.8791,-76.0749
embu1241,Embu,ebu,Atlantic-Congo,Africa,-0.62822,37.5933
emer1243,Teko,eme,Tupian,South America,3.23694,-52.3699
emil1241,Emiliano,egl,Indo-European,Eurasia,44.3536,11.5794
emok1238,Emok,emo,Bookkeeping,South America,-24.9202,-57.8892
empl1237,Emplawas,emw,Austronesian,Papunesia,-8.03209,129.721
emum1240,Emumu,enr,Pauwasi,Papunesia,-3.74242,140.903
enap1235,Panare,pbh,Cariban,South America,6.95035,-65.8483
enaw1238,Enawené-Nawé,unk,Arawakan,South America,-12.4302,-58.9802
ende1246,Ende,end,Austronesian,Papunesia,-8.70998,121.555
enga1252,Enga,enq,Nuclear Trans New Guinea,Papunesia,-5.45619,143.685
enga1253,Enga Sign Language,,Sign Language,Papunesia,-5.408371,143.441436
enge1239,Egene,enn,Atlantic-Congo,Africa,5.11931,6.37339
engg1245,Enggano,eno,Austronesian,Papunesia,-5.38846,102.245
ennn1243,En,enc,Tai-Kadai,Eurasia,22.8386,106.167
enre1239,Enrekang,ptt,Austronesian,Papunesia,-3.53848,119.66
enuu1235,Enu,enu,Sino-Tibetan,Eurasia,22.95,101.85
envu1234,Envuelto,,Unclassifiable,South America,-0.0355621,-70.944973
enwa1245,Enwan (Akwa Ibom State),enw,Atlantic-Congo,Africa,4.68739,8.20974
enwa1246,Enwan (Edo State),env,Atlantic-Congo,Africa,7.15316,6.07393
enya1247,Enya-Kisangani,gey,Atlantic-Congo,Africa,0.56,25.15
enya1249,Enya-Kindu,,Atlantic-Congo,Africa,-4.1,26.0
epen1239,Epena,sja,Chocoan,South America,4.25877,-77.3566
epie1238,Epie,epi,Atlantic-Congo,Africa,5.00894,6.3146
epig1241,Epigraphic Mayan,emy,Mayan,North America,18.993121,-88.768865
erav1242,Eravallan,era,Dravidian,Eurasia,10.8003,76.8389
erav1244,Erave,kjy,Nuclear Trans New Guinea,Papunesia,-6.55011,143.918
eree1241,Ere,twp,Austronesian,Papunesia,-2.15569,147.083
erie1238,Erie,,Unclassifiable,North America,42.158,-79.64
erit1239,Eritai,ert,Lakes Plain,Papunesia,-2.71182,138.053
erok1237,Yarikman,erw,Austronesian,Papunesia,-2.83746,132.705
erre1238,Erre,err,Giimbiyu,Australia,-12.2839,132.868
erro1240,Erromintxela,emx,Speech Register,Eurasia,43.17251,-1.46112
ersu1241,Ersu,ers,Sino-Tibetan,Eurasia,29.2867,102.213
eruw1238,Eruwa,erh,Atlantic-Congo,Africa,5.18026,6.04818
erzy1239,Erzya,myv,Uralic,Eurasia,52.8548,45.3901
esan1238,Esan,ish,Atlantic-Congo,Africa,6.25685,6.33917
esee1247,Ese,mcq,Koiarian,Papunesia,-9.09451,148.376
esee1248,Ese Ejja,ese,Pano-Tacanan,South America,-11.7268,-67.515
esht1238,Eshtehardi,esh,Indo-European,Eurasia,35.7267,50.3677
esim1238,Esimbi,ags,Atlantic-Congo,Africa,6.50094,9.86936
eska1234,Eskayan,esy,Artificial Language,Papunesia,,
eski1266,Herschel Island Eskimo Trade Jargon,,Pidgin,North America,70.11,-152.01
espe1235,Esperanto,epo,Artificial Language,Eurasia,49.3273,2.81045
esse1238,Esselen,esq,,North America,36.5473,-121.867
esta1236,Estado de México Otomi,ots,Otomanguean,North America,19.8781,-99.61
esto1238,Estonian Sign Language,eso,Sign Language,Eurasia,58.947,24.566
esto1258,Estonian,ekk,Uralic,Eurasia,58.55,25.82
esto1259,Estonian Swedish,,Indo-European,Eurasia,59.05472,23.45
esum1241,Esuma,esm,Unattested,Africa,5.21504,-3.05409
etch1234,Etchemin,etc,Unclassifiable,North America,,
eteb1238,Etebi,etb,Atlantic-Congo,Africa,4.79059,7.97357
